"brand","car","isSell","lowPrice","heightPrice","href","rank","type"
"昌河汽车","昌河Q7",true,"8.79","8.79","//price.pcauto.com.cn/price/sg22374/","紧凑型SUV","SUV,"
"昌河汽车","昌河北斗星",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23016/","微型车",""
"昌河汽车","福瑞达K系列",true,"3.79","3.79","//price.pcauto.com.cn/price/sg20682/","微卡","货车,卡车,"
"昌河汽车","福瑞达",true,"2.88","2.88","//price.pcauto.com.cn/price/sg1843/","微面","客车,"
"昌河汽车","福运",true,"4.38","4.38","//price.pcauto.com.cn/price/sg7810/","微面","客车,"
"昌河汽车","爱迪尔",false,"3.49 ","3.49 ","//price.pcauto.com.cn/price/sg419/","微型车","两厢车,"
"长安轻型车","神骐T20",true,"3.39","3.39","//price.pcauto.com.cn/price/sg8831/","微卡","货车,"
"长安轻型车","睿行EM80",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23354/","轻客",""
"长安轻型车","睿行M70",true,"6.05","6.05","//price.pcauto.com.cn/price/sg22143/","轻客","客车,"
"长安轻型车","睿行M80",true,"5.85","5.85","//price.pcauto.com.cn/price/sg22144/","轻客","客车,"
"长安轻型车","睿行M90",true,"6.85","6.85","//price.pcauto.com.cn/price/sg13737/","轻客","客车,"
"长安轻型车","睿行S50",true,"6.19","6.19","//price.pcauto.com.cn/price/sg20412/","MPV","MPV,"
"长安轻型车","睿行S50T",true,"6.19","6.19","//price.pcauto.com.cn/price/sg22313/","MPV","MPV,"
"长安轻型车","睿行S50V",true,"4.89","4.89","//price.pcauto.com.cn/price/sg22653/","MPV","MPV,"
"长安轻型车","神骐F30",true,"4.86","4.86","//price.pcauto.com.cn/price/sg13735/","皮卡","皮卡,"
"长安轻型车","神骐F50",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg13736/","皮卡","皮卡,"
"长安轻型车","尊行",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg9907/","轻客","客车,"
"长安跨越","长安V3",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23673/","微面",""
"长安跨越","长安V5",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23674/","微面",""
"长安跨越","跨越王",true,"4.85","4.85","//price.pcauto.com.cn/price/sg21492/","微卡","货车,"
"长安跨越","新豹MINI",true,"3.54","3.54","//price.pcauto.com.cn/price/sg21493/","微卡","货车,"
"成功汽车","成功K1",true,"3.67","3.67","//price.pcauto.com.cn/price/sg11572/","微卡","货车,"
"成功汽车","成功K2",true,"3.83","3.83","//price.pcauto.com.cn/price/sg11576/","微卡","货车,"
"成功汽车","成功V1",true,"3.68","3.68","//price.pcauto.com.cn/price/sg11574/","微面","客车,"
"成功汽车","成功V2",true,"3.88","3.88","//price.pcauto.com.cn/price/sg11575/","微面","客车,"
"成功汽车","成功V2E",true,"16.80","16.80","//price.pcauto.com.cn/price/sg22153/","微面","MPV,"
"成功汽车","成功X1",true,"6.80万","6.80","//price.pcauto.com.cn/price/sg11573/","皮卡","皮卡,"
"长江汽车","奕胜",true,"76.80万","76.80","//price.pcauto.com.cn/price/sg22084/","轻客","客车,"
"长江汽车","奕阁",true,"68.00万","68.00","//price.pcauto.com.cn/price/sg22083/","轻客","客车,"
"上汽大众","帕萨特新能源",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23463/","中型车",""
"上汽大众","途岳",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg22815/","紧凑型SUV",""
"上汽大众","途观L新能源",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg22814/","中型SUV",""
"上汽大众","Cross桑塔纳",true,"10.29","10.29","//price.pcauto.com.cn/price/sg20742/","紧凑型车","两厢车,"
"上汽大众","大众Polo",true,"7.59","7.59","//price.pcauto.com.cn/price/sg98/","小型车","两厢车,三厢车,"
"上汽大众","辉昂",true,"34.90","34.90","//price.pcauto.com.cn/price/sg13918/","中大型车","三厢车,"
"上汽大众","凌渡",true,"14.59","14.59","//price.pcauto.com.cn/price/sg10891/","紧凑型车","三厢车,"
"上汽大众","朗境",true,"14.89","14.89","//price.pcauto.com.cn/price/sg9677/","紧凑型车","两厢车,"
"上汽大众","朗逸",true,"10.99","10.99","//price.pcauto.com.cn/price/sg3225/","紧凑型车","三厢车,"
"上汽大众","朗逸两厢",true,"11.29","11.29","//price.pcauto.com.cn/price/sg9191/","紧凑型车","两厢车,"
"上汽大众","帕萨特",true,"18.99","18.99","//price.pcauto.com.cn/price/sg99/","中型车","三厢车,"
"上汽大众","桑塔纳",true,"8.49","8.49","//price.pcauto.com.cn/price/sg100/","紧凑型车","三厢车,"
"上汽大众","桑塔纳·浩纳",true,"8.99","8.99","//price.pcauto.com.cn/price/sg12583/","紧凑型车","两厢车,"
"上汽大众","途安L",true,"15.58","15.58","//price.pcauto.com.cn/price/sg13399/","MPV","MPV,"
"上汽大众","途昂",true,"30.89","30.89","//price.pcauto.com.cn/price/sg20963/","中大型SUV","SUV,"
"上汽大众","途观",true,"19.98","19.98","//price.pcauto.com.cn/price/sg3895/","紧凑型SUV","SUV,"
"上汽大众","途观L",true,"22.38","22.38","//price.pcauto.com.cn/price/sg21172/","中型SUV","SUV,"
"上汽大众","高尔",false,"6.88 ","6.88 ","//price.pcauto.com.cn/price/sg343/","紧凑型车","两厢车,"
"上汽大众","领驭",false,"16.43 ","16.43 ","//price.pcauto.com.cn/price/sg5048/","中型车","三厢车,"
"上汽大众","桑塔纳经典",false,"7.58 ","7.58 ","//price.pcauto.com.cn/price/sg8740/","中型车","三厢车,"
"上汽大众","途安",false,"13.98 ","13.98 ","//price.pcauto.com.cn/price/sg678/","MPV","MPV,"
"上汽大众","桑塔纳志俊",false,"9.08 ","9.08 ","//price.pcauto.com.cn/price/sg5004/","中型车","三厢车,"
"一汽-大众","宝来",true,"10.78","10.78","//price.pcauto.com.cn/price/sg3286/","紧凑型车","三厢车,"
"一汽-大众","T-ROC探歌",true,"13.98","13.98","//price.pcauto.com.cn/price/sg22663/","紧凑型SUV","SUV,"
"一汽-大众","大众CC",true,"25.28","25.28","//price.pcauto.com.cn/price/sg4517/","中型车","三厢车,"
"一汽-大众","探岳",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg22813/","中型SUV",""
"一汽-大众","蔚领",true,"11.69","11.69","//price.pcauto.com.cn/price/sg20843/","紧凑型车","旅行车,"
"一汽-大众","高尔夫",true,"12.19","12.19","//price.pcauto.com.cn/price/sg4437/","紧凑型车","两厢车,"
"一汽-大众","高尔夫·嘉旅",true,"13.19","13.19","//price.pcauto.com.cn/price/sg13428/","紧凑型车","MPV,"
"一汽-大众","捷达",true,"7.99","7.99","//price.pcauto.com.cn/price/sg89/","紧凑型车","三厢车,"
"一汽-大众","迈腾",true,"18.99","18.99","//price.pcauto.com.cn/price/sg2824/","中型车","三厢车,"
"一汽-大众","速腾",true,"13.18","13.18","//price.pcauto.com.cn/price/sg1633/","紧凑型车","三厢车,"
"一汽-大众","开迪",false,"12.58 ","12.58 ","//price.pcauto.com.cn/price/sg1054/","MPV","MPV,"
"大众(进口)","大众up!",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg4639/","微型车","两厢车,"
"大众(进口)","高尔夫(进口)",true,"38.18万","38.18","//price.pcauto.com.cn/price/sg4391/","紧凑型车","两厢车,旅行车,软顶敞篷车,MPV,"
"大众(进口)","高尔夫新能源(进口)",true,"24.68","24.68","//price.pcauto.com.cn/price/sg22443/","紧凑型车","两厢车,"
"大众(进口)","甲壳虫",true,"18.28","18.28","//price.pcauto.com.cn/price/sg74/","紧凑型车","掀背车,软顶敞篷车,两厢车,"
"大众(进口)","凯路威",true,"32.88","32.88","//price.pcauto.com.cn/price/sg10580/","MPV","MPV,"
"大众(进口)","迈特威Multivan",true,"39.18","39.18","//price.pcauto.com.cn/price/sg3190/","MPV","MPV,"
"大众(进口)","Tiguan",true,"24.58","24.58","//price.pcauto.com.cn/price/sg3654/","紧凑型SUV","SUV,"
"大众(进口)","途锐",true,"63.68","63.68","//price.pcauto.com.cn/price/sg2383/","中大型SUV","SUV,"
"大众(进口)","蔚揽",true,"25.08","25.08","//price.pcauto.com.cn/price/sg13437/","中型车","旅行车,"
"大众(进口)","夏朗",true,"25.28","25.28","//price.pcauto.com.cn/price/sg628/","MPV","MPV,"
"大众(进口)","Variant",false,"34.0 ","34.0 ","//price.pcauto.com.cn/price/sg4717/","中型车","旅行车,"
"大众(进口)","大众EOS",false,"41.31 ","41.31 ","//price.pcauto.com.cn/price/sg3189/","跑车","硬顶敞篷车,"
"大众(进口)","大众R36",false,"51.8 ","51.8 ","//price.pcauto.com.cn/price/sg3534/","中型车","旅行车,三厢车,"
"大众(进口)","辉腾",false,"75.92 ","75.92 ","//price.pcauto.com.cn/price/sg626/","大型车","三厢车,"
"大众(进口)","迈腾(进口)",false,"36.06 ","36.06 ","//price.pcauto.com.cn/price/sg2683/","中型车","旅行车,三厢车,"
"大众(进口)","尚酷",false,"19.88 ","19.88 ","//price.pcauto.com.cn/price/sg3536/","跑车","两厢车,"
"大众(进口)","途锐新能源",false,"110.5万","110.5","//price.pcauto.com.cn/price/sg22695/","中大型SUV","SUV,"
"东风风行","风行S500EV",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg22354/","MPV","MPV,"
"东风风行","景逸X6",true,"8.49","8.49","//price.pcauto.com.cn/price/sg20702/","紧凑型SUV","SUV,"
"东风风行","风行CM7",true,"11.89","11.89","//price.pcauto.com.cn/price/sg9261/","MPV","MPV,"
"东风风行","风行F600",true,"9.39","9.39","//price.pcauto.com.cn/price/sg12542/","MPV","MPV,"
"东风风行","风行S500",true,"5.99","5.99","//price.pcauto.com.cn/price/sg12543/","MPV","MPV,"
"东风风行","风行SX6",true,"7.49","7.49","//price.pcauto.com.cn/price/sg13540/","紧凑型SUV","SUV,"
"东风风行","风行T5",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg22897/","紧凑型SUV",""
"东风风行","景逸S50",true,"6.59","6.59","//price.pcauto.com.cn/price/sg10410/","紧凑型车","三厢车,"
"东风风行","景逸X3",true,"6.69","6.69","//price.pcauto.com.cn/price/sg10570/","紧凑型SUV","SUV,"
"东风风行","景逸X5",true,"7.99","7.99","//price.pcauto.com.cn/price/sg9590/","紧凑型SUV","SUV,"
"东风风行","景逸XV",true,"7.99","7.99","//price.pcauto.com.cn/price/sg12502/","小型SUV","SUV,"
"东风风行","风行S50EV",true,"18.85","18.85","//price.pcauto.com.cn/price/sg21662/","紧凑型车","三厢车,"
"东风风行","菱智",true,"5.59","5.59","//price.pcauto.com.cn/price/sg4556/","MPV","MPV,"
"东风风行","菱智M5EV",true,"16.99","16.99","//price.pcauto.com.cn/price/sg21687/","MPV","MPV,"
"东风风行","景逸",false,"5.69 ","5.69 ","//price.pcauto.com.cn/price/sg3044/","紧凑型车","两厢车,"
"东风风行","景逸SUV",false,"8.09 ","8.09 ","//price.pcauto.com.cn/price/sg7682/","紧凑型SUV","SUV,"
"东风启辰","启辰T60",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23313/","小型SUV",""
"东风启辰","晨风",true,"24.28","24.28","//price.pcauto.com.cn/price/sg8710/","紧凑型车","两厢车,"
"东风启辰","启辰D50",true,"6.98","6.98","//price.pcauto.com.cn/price/sg7669/","紧凑型车","三厢车,"
"东风启辰","启辰D60",true,"6.98","6.98","//price.pcauto.com.cn/price/sg21914/","紧凑型车","三厢车,"
"东风启辰","启辰M50V",true,"6.58","6.58","//price.pcauto.com.cn/price/sg21102/","MPV","MPV,"
"东风启辰","启辰R30",true,"3.99","3.99","//price.pcauto.com.cn/price/sg10871/","小型车","两厢车,"
"东风启辰","启辰R50",true,"6.98","6.98","//price.pcauto.com.cn/price/sg8390/","紧凑型车","两厢车,"
"东风启辰","启辰R50X",true,"7.45","7.45","//price.pcauto.com.cn/price/sg9897/","紧凑型车","两厢车,"
"东风启辰","启辰T90",true,"10.98","10.98","//price.pcauto.com.cn/price/sg14111/","中型SUV","SUV,"
"东风启辰","启辰T70",true,"8.98","8.98","//price.pcauto.com.cn/price/sg11677/","紧凑型SUV","SUV,"
"东风启辰","启辰T70X",false,"11.68 ","11.68 ","//price.pcauto.com.cn/price/sg13068/","紧凑型SUV","SUV,"
"东风风光","风光ix5",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg22857/","中型SUV",""
"东风风光","风光370",true,"5.99","5.99","//price.pcauto.com.cn/price/sg13218/","MPV","MPV,"
"东风风光","风光330",true,"3.69","3.69","//price.pcauto.com.cn/price/sg12985/","MPV","MPV,"
"东风风光","风光360",true,"5.79","5.79","//price.pcauto.com.cn/price/sg12986/","MPV","MPV,"
"东风风光","风光580",true,"7.89","7.89","//price.pcauto.com.cn/price/sg13817/","中型SUV","SUV,"
"东风风光","风光S560",true,"6.39","6.39","//price.pcauto.com.cn/price/sg21775/","紧凑型SUV","SUV,"
"东风乘用车","东风A9",true,"17.97","17.97","//price.pcauto.com.cn/price/sg10821/","中大型车","三厢车,"
"东风乘用车","东风风神A30",true,"5.97","5.97","//price.pcauto.com.cn/price/sg11021/","紧凑型车","三厢车,"
"东风乘用车","东风风神A60",true,"6.97","6.97","//price.pcauto.com.cn/price/sg7679/","紧凑型车","三厢车,"
"东风乘用车","东风风神AX3",true,"6.99","6.99","//price.pcauto.com.cn/price/sg12523/","小型SUV","SUV,"
"东风乘用车","东风风神AX4",true,"6.68","6.68","//price.pcauto.com.cn/price/sg21223/","小型SUV","SUV,"
"东风乘用车","东风风神AX5",true,"8.97","8.97","//price.pcauto.com.cn/price/sg14242/","紧凑型SUV","SUV,"
"东风乘用车","东风风神AX7",true,"8.98","8.98","//price.pcauto.com.cn/price/sg10811/","紧凑型SUV","SUV,"
"东风乘用车","东风风神E30",true,"16.48万","16.48","//price.pcauto.com.cn/price/sg11747/","微型车","两厢车,"
"东风乘用车","东风风神E70",true,"21.28","21.28","//price.pcauto.com.cn/price/sg21603/","紧凑型车","三厢车,"
"东风乘用车","东风风神H30",true,"6.88","6.88","//price.pcauto.com.cn/price/sg4445/","紧凑型车","两厢车,"
"东风乘用车","东风风神L60",true,"8.97","8.97","//price.pcauto.com.cn/price/sg10856/","紧凑型车","三厢车,"
"东风乘用车","东风风神S30",false,"5.98 ","5.98 ","//price.pcauto.com.cn/price/sg3904/","紧凑型车","三厢车,"
"东南汽车","A5翼舞",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23445/","紧凑型车",""
"东南汽车","东南DX3",true,"6.79","6.79","//price.pcauto.com.cn/price/sg14102/","小型SUV","SUV,"
"东南汽车","东南DX3新能源",true,"17.15","17.15","//price.pcauto.com.cn/price/sg22253/","小型SUV","SUV,"
"东南汽车","东南DX7",true,"8.99","8.99","//price.pcauto.com.cn/price/sg11737/","紧凑型SUV","SUV,"
"东南汽车","得利卡",true,"6.98","6.98","//price.pcauto.com.cn/price/sg3135/","轻客","客车,三厢车,"
"东南汽车","V cross",true,"7.39","7.39","//price.pcauto.com.cn/price/sg12765/","紧凑型车","两厢车,"
"东南汽车","V3菱悦",true,"5.69","5.69","//price.pcauto.com.cn/price/sg3337/","紧凑型车","三厢车,"
"东南汽车","V5 plus",true,"7.69","7.69","//price.pcauto.com.cn/price/sg12764/","紧凑型车","三厢车,"
"东南汽车","V5菱致",true,"6.59","6.59","//price.pcauto.com.cn/price/sg7542/","紧凑型车","三厢车,"
"东南汽车","富利卡",false,"8.88 ","8.88 ","//price.pcauto.com.cn/price/sg132/","紧凑型SUV","SUV,"
"东南汽车","菱利",false,"5.98 ","5.98 ","//price.pcauto.com.cn/price/sg1596/","微面","客车,"
"东南汽车","菱帅",false,"8.38 ","8.38 ","//price.pcauto.com.cn/price/sg368/","紧凑型车","三厢车,"
"东南汽车","菱绅",false,"15.98 ","15.98 ","//price.pcauto.com.cn/price/sg642/","MPV","MPV,"
"东南汽车","V6菱仕",false,"7.66 ","7.66 ","//price.pcauto.com.cn/price/sg8129/","紧凑型车","两厢车,"
"东南汽车","希旺",false,"3.68 ","3.68 ","//price.pcauto.com.cn/price/sg7064/","微面","货车,"
"长安PSA","DS 4S",true,"17.19","17.19","//price.pcauto.com.cn/price/sg13427/","紧凑型车","两厢车,"
"长安PSA","DS 5",true,"24.39","24.39","//price.pcauto.com.cn/price/sg9656/","中型车","两厢车,"
"长安PSA","DS 5LS",true,"16.88","16.88","//price.pcauto.com.cn/price/sg10199/","紧凑型车","三厢车,"
"长安PSA","DS 6",true,"20.69","20.69","//price.pcauto.com.cn/price/sg10750/","紧凑型SUV","SUV,"
"长安PSA","DS 7",true,"20.89","20.89","//price.pcauto.com.cn/price/sg22395/","紧凑型SUV","SUV,"
"东风小康","东风小康C31",true,"3.59","3.59","//price.pcauto.com.cn/price/sg12712/","微卡","货车,"
"东风小康","东风小康C32",true,"3.89","3.89","//price.pcauto.com.cn/price/sg12713/","微卡","货车,"
"东风小康","东风小康C35",true,"4.98万","4.98","//price.pcauto.com.cn/price/sg9852/","微面","客车,"
"东风小康","东风小康C36",true,"4.98万","4.98","//price.pcauto.com.cn/price/sg11241/","微卡","客车,"
"东风小康","东风小康C37 ",true,"5.49万","5.49","//price.pcauto.com.cn/price/sg8510/","微面","客车,"
"东风小康","东风小康EC36",true,"12.69万","12.69","//price.pcauto.com.cn/price/sg21763/","微面","客车,"
"东风小康","东风小康K01",true,"2.59万","2.59","//price.pcauto.com.cn/price/sg9848/","微卡","货车,"
"东风小康","东风小康K01L",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23624/","微卡",""
"东风小康","东风小康K02",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg9849/","微卡","卡车,货车,"
"东风小康","东风小康K02L",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23625/","微卡",""
"东风小康","东风小康K05S",true,"2.89","2.89","//price.pcauto.com.cn/price/sg22593/","微面","客车,"
"东风小康","东风小康K07",true,"2.79万","2.79","//price.pcauto.com.cn/price/sg9850/","微面","客车,"
"东风小康","东风小康K07S",true,"2.89","2.89","//price.pcauto.com.cn/price/sg12544/","微面","客车,"
"东风小康","东风小康V26",true,"3.48","3.48","//price.pcauto.com.cn/price/sg9877/","微面","客车,"
"东风小康","风光",true,"5.18","5.18","//price.pcauto.com.cn/price/sg9423/","MPV","MPV,"
"东风小康","东风小康K07Ⅱ",false,"2.79 ","2.79 ","//price.pcauto.com.cn/price/sg2995/","微面","客车,"
"东风小康","东风小康K17",false,"2.59 ","2.59 ","//price.pcauto.com.cn/price/sg9851/","微面","客车,"
"东风小康","东风小康V07S",false,"2.88 ","2.88 ","//price.pcauto.com.cn/price/sg9807/","微面","客车,"
"东风小康","东风小康V21",false,"3.38 ","3.38 ","//price.pcauto.com.cn/price/sg9800/","微卡","货车,"
"东风小康","东风小康V22",false,"3.78 ","3.78 ","//price.pcauto.com.cn/price/sg9799/","微卡","货车,"
"东风小康","东风小康V27",false,"3.78 ","3.78 ","//price.pcauto.com.cn/price/sg4425/","微面","客车,"
"东风小康","东风小康V29",false,"4.59 ","4.59 ","//price.pcauto.com.cn/price/sg9798/","微面","客车,"
"东风汽车","俊风E11K",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23385/","紧凑型车",""
"东风汽车","俊风E17",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23623/","紧凑型车",""
"东风汽车","俊风ER30",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23443/","小型车",""
"东风汽车","御风",true,"10.68","10.68","//price.pcauto.com.cn/price/sg8370/","轻客","客车,"
"东风汽车","御风P16",true,"9.38","9.38","//price.pcauto.com.cn/price/sg22088/","皮卡","皮卡,"
"东风汽车","御风S16",true,"11.78","11.78","//price.pcauto.com.cn/price/sg22223/","中型SUV","SUV,"
"东风汽车","御风新能源",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23014/","轻客",""
"东风汽车","俊风CV03",false,"4.38 ","4.38 ","//price.pcauto.com.cn/price/sg9030/","微面","客车,"
"东风·郑州日产","奥丁",true,"12.68","12.68","//price.pcauto.com.cn/price/sg2975/","紧凑型SUV","SUV,"
"东风·郑州日产","锐骐",true,"8.58","8.58","//price.pcauto.com.cn/price/sg1513/","皮卡","皮卡,"
"东风·郑州日产","帅客",true,"6.88","6.88","//price.pcauto.com.cn/price/sg4315/","MPV","MPV,"
"东风·郑州日产","帅客新能源",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg22978/","MPV",""
"东风·郑州日产","俊风",true,"3.98","3.98","//price.pcauto.com.cn/price/sg10090/","微面","客车,"
"东风·郑州日产","锐骐6",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23327/","皮卡",""
"东风·郑州日产","御轩",false,"12.98 ","12.98 ","//price.pcauto.com.cn/price/sg2974/","MPV","MPV,"
"道奇","道奇Ram",true,"65.00","65.00","//price.pcauto.com.cn/price/sg158/","皮卡","皮卡,"
"道奇","酷威",true,"27.49","27.49","//price.pcauto.com.cn/price/sg3855/","中型SUV","SUV,"
"道奇","凯领",false,"23.9 ","23.9 ","//price.pcauto.com.cn/price/sg140/","MPV","MPV,"
"道奇","锋哲",false,"22.8 ","22.8 ","//price.pcauto.com.cn/price/sg3149/","中型车","三厢车,"
"道奇","酷搏",false,"19.99 ","19.99 ","//price.pcauto.com.cn/price/sg3160/","紧凑型SUV","SUV,"
"大乘汽车","大乘G70s",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23593/","中型SUV",""
"郑州日产","东风风度MX6",true,"13.28","13.28","//price.pcauto.com.cn/price/sg11837/","紧凑型SUV","SUV,"
"郑州日产","东风风度MX5",true,"10.36","10.36","//price.pcauto.com.cn/price/sg13591/","紧凑型SUV","SUV,"
"电咖汽车","电咖·EV10",true,"13.38","13.38","//price.pcauto.com.cn/price/sg22318/","小型车","两厢车,"
"大迪汽车","大迪霸道",false,"7.38 ","7.38 ","//price.pcauto.com.cn/price/sg2813/","中大型SUV","SUV,"
"大迪汽车","大迪顺驰",false,"5.48 ","5.48 ","//price.pcauto.com.cn/price/sg2814/","皮卡","皮卡,"
"大迪汽车","都市威菱",false,"7.48 ","7.48 ","//price.pcauto.com.cn/price/sg1245/","中大型SUV","SUV,"
"亚曼汽车","瑞泰特",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23018/","轻客",""
"广汽丰田","丰田C-HR",true,"14.48","14.48","//price.pcauto.com.cn/price/sg22014/","小型SUV","SUV,"
"广汽丰田","汉兰达",true,"23.98","23.98","//price.pcauto.com.cn/price/sg3836/","中型SUV","SUV,"
"广汽丰田","凯美瑞",true,"17.98","17.98","//price.pcauto.com.cn/price/sg4550/","中型车","三厢车,"
"广汽丰田","凯美瑞双擎",true,"23.98","23.98","//price.pcauto.com.cn/price/sg21447/","中型车","三厢车,"
"广汽丰田","雷凌",true,"10.98","10.98","//price.pcauto.com.cn/price/sg10801/","紧凑型车","三厢车,"
"广汽丰田","雷凌双擎",true,"13.98","13.98","//price.pcauto.com.cn/price/sg13351/","紧凑型车","三厢车,"
"广汽丰田","YARiS L 致享",true,"6.98","6.98","//price.pcauto.com.cn/price/sg21084/","小型车","三厢车,"
"广汽丰田","YARiS L 致炫",true,"6.98","6.98","//price.pcauto.com.cn/price/sg9666/","小型车","两厢车,"
"广汽丰田","逸致",true,"16.28万","16.28","//price.pcauto.com.cn/price/sg7087/","MPV","MPV,"
"广汽丰田","雅力士",false,"8.7 ","8.7 ","//price.pcauto.com.cn/price/sg3185/","小型车","两厢车,"
"一汽丰田","AVALON",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg23627/","中大型车",""
"一汽丰田","威驰FS",true,"6.98","6.98","//price.pcauto.com.cn/price/sg21085/","小型车","两厢车,"
"一汽丰田","皇冠",true,"25.48","25.48","//price.pcauto.com.cn/price/sg933/","中大型车","三厢车,"
"一汽丰田","卡罗拉",true,"10.78","10.78","//price.pcauto.com.cn/price/sg2734/","紧凑型车","三厢车,"
"一汽丰田","卡罗拉双擎",true,"13.98","13.98","//price.pcauto.com.cn/price/sg13350/","紧凑型车","三厢车,"
"一汽丰田","柯斯达",true,"37.25","37.25","//price.pcauto.com.cn/price/sg2815/","轻客","客车,"
"一汽丰田","普拉多",true,"44.38","44.38","//price.pcauto.com.cn/price/sg411/","中大型SUV","SUV,"
"一汽丰田","普锐斯",true,"22.98","22.98","//price.pcauto.com.cn/price/sg1564/","紧凑型车","两厢车,"
"一汽丰田","RAV4荣放",true,"17.98","17.98","//price.pcauto.com.cn/price/sg3715/","紧凑型SUV","SUV,"
"一汽丰田","威驰",true,"6.98","6.98","//price.pcauto.com.cn/price/sg3163/","小型车","三厢车,"
"一汽丰田","奕泽IZOA",true,"14.98","14.98","//price.pcauto.com.cn/price/sg22393/","小型SUV",""
"一汽丰田","花冠",false,"9.08 ","9.08 ","//price.pcauto.com.cn/price/sg487/","紧凑型车","三厢车,"
"一汽丰田","兰德酷路泽",false,"76.5 ","76.5 ","//price.pcauto.com.cn/price/sg1133/","中大型SUV","SUV,"
"一汽丰田","锐志",false,"20.98 ","20.98 ","//price.pcauto.com.cn/price/sg1177/","中型车","三厢车,"
"一汽丰田","特锐",false,"9.88 ","9.88 ","//price.pcauto.com.cn/price/sg434/","小型SUV","SUV,"
"丰田(进口)","埃尔法",true,"77.20","77.20","//price.pcauto.com.cn/price/sg4516/","MPV","MPV,"
"丰田(进口)","Fortuner",true,"34.00万","34.00","//price.pcauto.com.cn/price/sg11243/","中型SUV","SUV,"
"丰田(进口)","丰田86",true,"24.98","24.98","//price.pcauto.com.cn/price/sg4634/","跑车","硬顶跑车,"
"丰田(进口)","丰田HIACE",true,"42.00万","42.00","//price.pcauto.com.cn/price/sg1244/","轻客","客车,货车,"
"丰田(进口)","丰田Land Cruiser",true,"49.00","49.00","//price.pcauto.com.cn/price/sg63/","中大型SUV","SUV,"
"丰田(进口)","红杉",true,"128.00","128.00","//price.pcauto.com.cn/price/sg4411/","大型SUV","SUV,"
"丰田(进口)","普拉多(进口)",true,"暂无报价","暂无报价","//price.pcauto.com.cn/price/sg823/","中大型SUV","SUV,"
"丰田(进口)","普瑞维亚",true,"36.38","36.38","//price.pcauto.com.cn/price/sg64/","MPV","MPV,"
"丰田(进口)","塞纳",true,"45.00","45.00","//price.pcauto.com.cn/price/sg4493/","MPV","MPV,"
"丰田(进口)","坦途",true,"49.00","49.00","//price.pcauto.com.cn/price/sg3744/","皮卡","皮卡,"
"丰田(进口)","威飒Venza",true,"32.66","32.66","//price.pcauto.com.cn/price/sg4184/","中型SUV","SUV,"
"丰田(进口)","FJ酷路泽",false,"50.9 ","50.9 ","//price.pcauto.com.cn/price/sg3115/","中型SUV","SUV,"
"丰田(进口)","杰路驰Zelas",false,"24.56 ","24.56 ","//price.pcauto.com.cn/price/sg7131/","跑车","掀背车,"
"长安福特","福克斯",true,"11.58","11.58","//price.pcauto.com.cn/price/sg3404/","紧凑型车","两厢车,三厢车,"
"长安福特","福睿斯",true,"8.78","8.78","//price.pcauto.com.cn/price/sg10740/","紧凑型车","三厢车,"
"长安福特","金牛座",true,"23.48","23.48","//price.pcauto.com.cn/price/sg12131/","中型车","三厢车,"
"长安福特","蒙迪欧",true,"17.98","17.98","//price.pcauto.com.cn/price/sg2143/","中型车","三厢车,"
"长安福特","蒙迪欧新能源",true,"25.98","25.98","//price.pcauto.com.cn/price/sg21459/","中型车","三厢车,"
"长安福特","锐界",true,"22.98","22.98","//price.pcauto.com.cn/price/sg11607/","中型SUV","SUV,"
"长安福特","翼搏",true,"7.98","7.98","//price.pcauto.com.cn/price/sg8029/","小型SUV","SUV,"
